"Mjang Bygade 1, Mjang, 6470 Sydals"
"Bredsten 7, Kegnæs, 6470 Sydals"
"Piledøppel 1, Kegnæs, 6470 Sydals"
"Bredsten 13, Kegnæs, 6470 Sydals"
"Bredsten 11, Kegnæs, 6470 Sydals"
"Bredsten 12, Kegnæs, 6470 Sydals"
"Bredsten 15, Kegnæs, 6470 Sydals"
"Bredsten 17, Kegnæs, 6470 Sydals"
"Toften 3, Høruphav, 6470 Sydals"
"Damkobbel 3, Kegnæs, 6470 Sydals"
"Mommarkvej 281A, a, Tandslet, 6470 Sydals"
"Mommarkvej 281A, 1., Tandslet, 6470 Sydals"
"Damkobbel 11, Kegnæs, 6470 Sydals"
"Damkobbel 1, Kegnæs, 6470 Sydals"
"Østervej 26, Kirke Hørup, 6470 Sydals"
"Østervej 26, 1, Kirke Hørup, 6470 Sydals"
"Østervej 28, Kirke Hørup, 6470 Sydals"
"Egemose 23, Skovmose, 6470 Sydals"
"Egemose 63, Skovmose, 6470 Sydals"
"Egemose 65, Skovmose, 6470 Sydals"
"Egemose 103, Skovmose, 6470 Sydals"
"Egemose 101, Skovmose, 6470 Sydals"
"Egemose 105, Skovmose, 6470 Sydals"
"Egemose 67, Skovmose, 6470 Sydals"
"Egemose 137, Skovmose, 6470 Sydals"
"Egemose 155, Skovmose, 6470 Sydals"
"Holballe 9, Tandslet, 6470 Sydals"
"Ellemose 28, Skovmose, 6470 Sydals"
"Ellemose 10, Skovmose, 6470 Sydals"
"Ertebjergvej 15B, Tandslet, 6470 Sydals"
"Ertebjergvej 9, Tandslet, 6470 Sydals"
"Ertebjergvej 12, Faurholm, 6470 Sydals"
"Ertebjergvej 27, Faurholm, 6470 Sydals"
"Ertebjergvej 35, Ertebjerg, 6470 Sydals"
"Ertebjergvej 41, Ertebjerg, 6470 Sydals"
"Fiskervej 4, Mommark, 6470 Sydals"
"Fiskervej 35U, Mommark, 6470 Sydals"
"Fiskervej 35G, Mommark, 6470 Sydals"
"Fiskervej 35D, Mommark, 6470 Sydals"
"Solskrænten 19, Mommark, 6470 Sydals"
"Solskrænten 10, Mommark, 6470 Sydals"
"Rævebæk 16, Mommark, 6470 Sydals"
"Bellevue 3, Mommark, 6470 Sydals"
"Flejmose 1B, Kegnæs, 6470 Sydals"
"Flejmose 18, Kegnæs, 6470 Sydals"
"Østerbyvej 39C, Østerby, 6470 Sydals"
"Østerbyvej 39A, Østerby, 6470 Sydals"
"Østerbyvej 39B, Østerby, 6470 Sydals"
"Østerbyvej 47A, Østerby, 6470 Sydals"
"Østerbyvej 47, Østerby, 6470 Sydals"
"Østerbyvej 49, Østerby, 6470 Sydals"
"Lærkemose 187, Skovmose, 6470 Sydals"
"Galgebjerg 1A, Mommark, 6470 Sydals"
"Galgebjerg 4, Mommark, 6470 Sydals"
"Galgebjerg 2, Mommark, 6470 Sydals"
"Galgebjerg 9, Mommark, 6470 Sydals"
"Gammel Kirkevej 5, Ertebjerg, 6470 Sydals"
"Gammel Kirkevej 7, Ertebjerg, 6470 Sydals"
"Gammel Skolevej 2A, Tandslet, 6470 Sydals"
"Gammel Skolevej 2, Tandslet, 6470 Sydals"
"Gammel Skolevej 11, Tandslet, 6470 Sydals"
"Gammel Skolevej 9, Tandslet, 6470 Sydals"
"Gammel Skolevej 17, Tandslet, 6470 Sydals"
"Gammel Skolevej 15, Tandslet, 6470 Sydals"
"Gammelhave 2, Lysabild, 6470 Sydals"
"Gammelhave 1B, Lysabild, 6470 Sydals"
"Lysabildgade 38, Lysabild, 6470 Sydals"
"Gammelpøl 5, Lysabildskov, 6470 Sydals"
"Grønmark 3, Kegnæs, 6470 Sydals"
"Grønmark 7, Kegnæs, 6470 Sydals"
"Grønmark 9, Kegnæs, 6470 Sydals"
"Hagensig 8, Kegnæs, 6470 Sydals"
"Havbo 13A, Høruphav, 6470 Sydals"
"Havbo 13B, Høruphav, 6470 Sydals"
"Havnevænget 15, Høruphav, 6470 Sydals"
"Holballe 9, 1, Tandslet, 6470 Sydals"
"Søndermark 23, Sønderby, 6470 Sydals"
"Hyldestub 18, Hørup, 6470 Sydals"
"Hyldestub 21, Hørup, 6470 Sydals"
"Hyldestub 3, Hørup, 6470 Sydals"
"Hyldestub 1, Hørup, 6470 Sydals"
"Hyldestub 33, Hørup, 6470 Sydals"
"Hyldestub 51, Hørup, 6470 Sydals"
"Hyldestub 49, Hørup, 6470 Sydals"
"Hørup Bygade 26A, Hørup, 6470 Sydals"
"Hørup Bygade 26B, 1. tv, Hørup, 6470 Sydals"
"Hørup Bygade 26B, 1. th, Hørup, 6470 Sydals"
"Hørup Bygade 26C, Hørup, 6470 Sydals"
"Hørup Bygade 32, Hørup, 6470 Sydals"
"Hørup Bygade 34, Hørup, 6470 Sydals"
"Kavsløkke 137, Hørup, 6470 Sydals"
"Kavsløkke 145, Hørup, 6470 Sydals"
"Kavsløkke 119, Hørup, 6470 Sydals"
"Kavsløkke 121, Hørup, 6470 Sydals"
"Kavsløkke 103, Hørup, 6470 Sydals"
"Kavsløkke 105, Hørup, 6470 Sydals"
"Kegnæsvej 8, Mommark, 6470 Sydals"
"Kegnæsvej 2, Mommark, 6470 Sydals"
"Lille Mommarkvej 35A, Lillemommark, 6470 Sydals"
"Lille Mommarkvej 35B, Lillemommark, 6470 Sydals"
"Lille Mommarkvej 35, Lillemommark, 6470 Sydals"
"Kegnæsvej 10, Mommark, 6470 Sydals"
"Kegnæsvej 10B, 6470 Sydals"
"Kegnæsvej 10A, 6470 Sydals"
"Kegnæsvej 20, Lysabild, 6470 Sydals"
"Kegnæsvej 24, Lysabild, 6470 Sydals"
"Kegnæsvej 7, Lysabild, 6470 Sydals"
"Kegnæsvej 9, Lysabild, 6470 Sydals"
"Kegnæsvej 54, Skovby, 6470 Sydals"
"Kegnæsvej 53, Skovby, 6470 Sydals"
"Kegnæsvej 55, Skovby, 6470 Sydals"
"Kegnæsvej 55, 1, Skovby, 6470 Sydals"
"Kegnæsvej 49, Skovby, 6470 Sydals"
"Kegnæsvej 51, Skovby, 6470 Sydals"
"Kegnæsvej 59, Skovby, 6470 Sydals"
"Kirke Hørupvej 20, Kirke Hørup, 6470 Sydals"
"Kirke Hørupvej 20, 1, Kirke Hørup, 6470 Sydals"
"Kirke Hørupvej 12, Kirke Hørup, 6470 Sydals"
"Kirke Hørupvej 18, st., Kirke Hørup, 6470 Sydals"
"Kirke Hørupvej 18, 1. th, Kirke Hørup, 6470 Sydals"
"Kirke Hørupvej 18, 1. tv, Kirke Hørup, 6470 Sydals"
"Kirke Hørupvej 14, Kirke Hørup, 6470 Sydals"
"Kirke Hørupvej 14, st., Kirke Hørup, 6470 Sydals"
"Kirke Hørupvej 14, 1., Kirke Hørup, 6470 Sydals"
"Kirke Hørupvej 21, Kirke Hørup, 6470 Sydals"
"Kirke Hørupvej 21, 1, Kirke Hørup, 6470 Sydals"
"Klinteskoven 24, Høruphav, 6470 Sydals"
"Kløverlykke 62, Hørup, 6470 Sydals"
"Kløverlykke 41, Hørup, 6470 Sydals"
"Kløverlykke 102, Hørup, 6470 Sydals"
"Kløverlykke 57, Hørup, 6470 Sydals"
"Kyshøj 10, Høruphav, 6470 Sydals"
"Lambjerg Mølle 4, Kirke Hørup, 6470 Sydals"
"Lambjerg Mølle 6, Kirke Hørup, 6470 Sydals"
"Lambjerg Mølle 8, Kirke Hørup, 6470 Sydals"
"Lambjerg Mølle 10, Kirke Hørup, 6470 Sydals"
"Lambjergvej 5, Lambjerg, 6470 Sydals"
"Lambjergvej 3, Lambjerg, 6470 Sydals"
"Lambjergvej 13A, Lambjerg, 6470 Sydals"
"Lambjergvej 4, Lambjerg, 6470 Sydals"
"Lebølvej 33, Lebøl, 6470 Sydals"
"Lebølvej 29, Lebøl, 6470 Sydals"
"Lebølvej 17, Holballe, 6470 Sydals"
"Lemkær 16, Kirke Hørup, 6470 Sydals"
"Lemkær 2, Kirke Hørup, 6470 Sydals"
"Lille Mommarkvej 8, Sarup, 6470 Sydals"
"Lille Mommarkvej 6, Sarup, 6470 Sydals"
"Lillehave 2A, Lysabild, 6470 Sydals"
"Lillehave 55, Lysabild, 6470 Sydals"
"Lillehave 49, Lysabild, 6470 Sydals"
"Lillekobbel 12, Kegnæs, 6470 Sydals"
"Lundvej 48, Lambjerglund, 6470 Sydals"
"Lundvej 40, Lambjerglund, 6470 Sydals"
"Lundvej 38, Lambjerglund, 6470 Sydals"
"Lundvej 64, Lambjerglund, 6470 Sydals"
"Lundvej 50, Lambjerglund, 6470 Sydals"
"Lundvej 28, Lambjerglund, 6470 Sydals"
"Lundvej 36, Lambjerglund, 6470 Sydals"
"Lundvej 72, Lambjerglund, 6470 Sydals"
"Lundvej 82, Lambjerglund, 6470 Sydals"
"Lundvej 26, Lambjerglund, 6470 Sydals"
"Lundvej 84, Lambjerglund, 6470 Sydals"
"Lundvej 88, Lambjerglund, 6470 Sydals"
"Lundvej 16, Lambjerglund, 6470 Sydals"
"Lundvej 22, Lambjerglund, 6470 Sydals"
"Lundvej 24, Lambjerglund, 6470 Sydals"
"Lundvej 8, Lambjerglund, 6470 Sydals"
"Lundvej 96, Lambjerglund, 6470 Sydals"
"Lundvej 2, Lambjerglund, 6470 Sydals"
"Lundvej 98, Lambjerglund, 6470 Sydals"
"Lysabildgade 38A, Lysabild, 6470 Sydals"
"Lysabildgade 44B, Lysabild, 6470 Sydals"
"Lysabildgade 44A, Lysabild, 6470 Sydals"
"Lysabildgade 44, Lysabild, 6470 Sydals"
"Nørregade 14, Lysabild, 6470 Sydals"
"Nørregade 14A, Lysabild, 6470 Sydals"
"Lysabildgade 81, Lysabild, 6470 Sydals"
"Lysabildgade 72A, Lysabild, 6470 Sydals"
"Lysabildgade 105, Lysabild, 6470 Sydals"
"Lysabildgade 107, Lysabild, 6470 Sydals"
"Lysabildgade 88, Lysabild, 6470 Sydals"
"Lysabildgade 86, Lysabild, 6470 Sydals"
"Lysabildgade 92, Lysabild, 6470 Sydals"
"Lysabildgade 90, Lysabild, 6470 Sydals"
"Lærkemose 45, Skovmose, 6470 Sydals"
"Lærkemose 29, Skovmose, 6470 Sydals"
"Lærkemose 91, Skovmose, 6470 Sydals"
"Lærkemose 85, Skovmose, 6470 Sydals"
"Lærkemose 69, Skovmose, 6470 Sydals"
"Lærkemose 117, Skovmose, 6470 Sydals"
"Lærkemose 122, Skovmose, 6470 Sydals"
"Majbølvej 18, Majbøl, 6470 Sydals"
"Majbølvej 16, Majbøl, 6470 Sydals"
"Mintebjergryde 1, Mintebjerg, 6470 Sydals"
"Skovbyvej 36, Mintebjerg, 6470 Sydals"
"Skovbyvej 34, Mintebjerg, 6470 Sydals"
"Skovbyvej 32, Mintebjerg, 6470 Sydals"
"Mintebjergvej 1D, st. th, Mintebjerg, 6470 Sydals"
"Mintebjergvej 1D, st. tv, Mintebjerg, 6470 Sydals"
"Mintebjergvej 1C, Mintebjerg, 6470 Sydals"
"Mintebjergvej 1A, Mintebjerg, 6470 Sydals"
"Mintebjergvej 31, Mintebjerg, 6470 Sydals"
"Mintebjergvej 4, Mintebjerg, 6470 Sydals"
"Mjang Bygade 11, Mjang, 6470 Sydals"
"Mjang Bygade 7, Mjang, 6470 Sydals"
"Mjang Bygade 3, Mjang, 6470 Sydals"
"Mjanghøj 1, Mjang, 6470 Sydals"
"Mjanghøj 7, Mjang, 6470 Sydals"
"Mjangmark 1, Mjang, 6470 Sydals"
"Mjangvej 30, Kirke Hørup, 6470 Sydals"
"Thomhavevej 6, Mjang, 6470 Sydals"
"Thomhavevej 6, 1, Mjang, 6470 Sydals"
"Thomhavevej 8, Mjang, 6470 Sydals"
"Mommarkvej 218, Majbøl, 6470 Sydals"
"Mommarkvej 220, Majbøl, 6470 Sydals"
"Mommarkvej 226, Majbøl, 6470 Sydals"
"Mommarkvej 253, Tandslet, 6470 Sydals"
"Mommarkvej 261, Tandslet, 6470 Sydals"
"Mommarkvej 259A, Tandslet, 6470 Sydals"
"Mommarkvej 259A, 1, Tandslet, 6470 Sydals"
"Mommarkvej 266, 1., Tandslet, 6470 Sydals"
"Mommarkvej 266, st. tv, Tandslet, 6470 Sydals"
"Mommarkvej 266, st. th, Tandslet, 6470 Sydals"
"Mommarkvej 270, Tandslet, 6470 Sydals"
"Mommarkvej 282, Tandslet, 6470 Sydals"
"Mommarkvej 284, Tandslet, 6470 Sydals"
"Mommarkvej 292, Tandslet, 6470 Sydals"
"Mommarkvej 294, Tandslet, 6470 Sydals"
"Svennesmølle 4, Mommark, 6470 Sydals"
"Søndermark 7, Sønderby, 6470 Sydals"
"Neder Jestrup 1, Tandslet, 6470 Sydals"
"Vesterkobbel 2, Kegnæs, 6470 Sydals"
"Ollundsbjerg 7, Tandslet, 6470 Sydals"
"Ollundsbjerg 12, Tandslet, 6470 Sydals"
"Ollundsbjerg 23, Tandslet, 6470 Sydals"
"Over Jestrup 3, Tandslet, 6470 Sydals"
"Over Jestrup 10, Tandslet, 6470 Sydals"
"Pilene 12, Tandslet, 6470 Sydals"
"Pommersgaard 1, Vibøge, 6470 Sydals"
"Præstegårdsvej 5, Sønderby, 6470 Sydals"
"Ertebjergvej 43, Ertebjerg, 6470 Sydals"
"Rævebæk 18, Mommark, 6470 Sydals"
"Sarupvej 3, Lysabild, 6470 Sydals"
"Sarupvej 2, Lysabild, 6470 Sydals"
"Sarupvej 6, Humbæk, 6470 Sydals"
"Sarupvej 20, Sarup, 6470 Sydals"
"Sarupvej 28, Sarup, 6470 Sydals"
"Sarupvej 38, Sarup, 6470 Sydals"
"Sarupvej 38A, Sarup, 6470 Sydals"
"Sarupvej 25, Mommark, 6470 Sydals"
"Sarupvej 23, Mommark, 6470 Sydals"
"Sarupvej 27F, Mommark, 6470 Sydals"
"Sarupvej 27C, Mommark, 6470 Sydals"
"Sarupvej 27E, Mommark, 6470 Sydals"
"Sarupvej 27D, Mommark, 6470 Sydals"
"Sarupvej 27A, Mommark, 6470 Sydals"
"Sarupvej 27B, Mommark, 6470 Sydals"
"Vestervej 32, Hørup, 6470 Sydals"
"Skovbyvej 12, Kærnehuset, 6470 Sydals"
"Skovbyvej 71, Skovby, 6470 Sydals"
"Skovbyvej 79, Skovby, 6470 Sydals"
"Skovbyvej 81, Skovby, 6470 Sydals"
"Skovbyvej 83, Skovby, 6470 Sydals"
"Skovbyvej 87, Skovby, 6470 Sydals"
"Skovbyvej 89, Skovby, 6470 Sydals"
"Skovbyvej 58, Skovby, 6470 Sydals"
"Skovbyvej 58, st. 1, Skovby, 6470 Sydals"
"Skovbyvej 60, Skovby, 6470 Sydals"
"Skovbyvej 70, Skovby, 6470 Sydals"
"Skovbyvej 68, Skovby, 6470 Sydals"
"Skovbyvej 82, Skovby, 6470 Sydals"
"Skovbyvej 80, Skovby, 6470 Sydals"
"Skovgyde 2A, Tandslet, 6470 Sydals"
"Skovhøj 23, Høruphav, 6470 Sydals"
"Skovhøj 24, Høruphav, 6470 Sydals"
"Skovhøj 22, Høruphav, 6470 Sydals"
"Skovhøj 26, Høruphav, 6470 Sydals"
"Skovhøj 83, Høruphav, 6470 Sydals"
"Skovhøj 98, Høruphav, 6470 Sydals"
"Tjørnemose 2, Skovmose, 6470 Sydals"
"Tjørnemose 4, Skovmose, 6470 Sydals"
"Skovmærkevej 2, Lambjergskov, 6470 Sydals"
"Solskrænten 22, Mommark, 6470 Sydals"
"Stensgårdvej 4, Tandselle, 6470 Sydals"
"Stensgårdvej 2, Tandselle, 6470 Sydals"
"Stensgårdvej 9, Tandselle, 6470 Sydals"
"Stensgårdvej 11B, Tandselle, 6470 Sydals"
"Stensgårdvej 11A, Tandselle, 6470 Sydals"
"Svennesmølle 10, Mommark, 6470 Sydals"
"Svennesmølle 16, Mommark, 6470 Sydals"
"Svennesmølle 12, Mommark, 6470 Sydals"
"Sydvej 7A, Skovby, 6470 Sydals"
"Sydvej 2, Skovby, 6470 Sydals"
"Sydvej 6, Skovby, 6470 Sydals"
"Søen 3, Lysabildskov, 6470 Sydals"
"Søen 1A, Lysabildskov, 6470 Sydals"
"Søen 1, Lysabildskov, 6470 Sydals"
"Søen 8, Lysabildskov, 6470 Sydals"
"Søen 6, Lysabildskov, 6470 Sydals"
"Søndermark 1, Sønderby, 6470 Sydals"
"Søndermark 4, Sønderby, 6470 Sydals"
"Søndermark 6, Sønderby, 6470 Sydals"
"Sønderstrand 2A, Kegnæs, 6470 Sydals"
"Sønderstrand 2, Kegnæs, 6470 Sydals"
"Tandsbusk 65, Tandslet, 6470 Sydals"
"Tandsbusk 10, Tandslet, 6470 Sydals"
"Tandsbusk 4, Tandslet, 6470 Sydals"
"Tandsbusk 21, Tandslet, 6470 Sydals"
"Tandsbusk 23, Tandslet, 6470 Sydals"
"Tandsellevej 7, Tandselle, 6470 Sydals"
"Tandsellevej 5, Tandselle, 6470 Sydals"
"Tandsellevej 25, Tandselle, 6470 Sydals"
"Tandshede 9, Tandslet, 6470 Sydals"
"Tandshede 11, Tandslet, 6470 Sydals"
"Tandshede 7, Tandslet, 6470 Sydals"
"Østkystvejen 90, Tandselle, 6470 Sydals"
"Tandsryd 2, Tandslet, 6470 Sydals"
"Tandsryd 4, Tandslet, 6470 Sydals"
"Tandsryd 6, Tandslet, 6470 Sydals"
"Tandsryd 8, Tandslet, 6470 Sydals"
"Tandsryd 12A, Tandslet, 6470 Sydals"
"Østkystvejen 102, st. th, Tandsryd, 6470 Sydals"
"Østkystvejen 102, st. tv, Tandsryd, 6470 Sydals"
"Tangsmose 4, Høruphav, 6470 Sydals"
"Tangsmose 20, Høruphav, 6470 Sydals"
"Søndre Landevej 219, Høruphav, 6470 Sydals"
"Søndre Landevej 219, 1, Høruphav, 6470 Sydals"
"Søndre Landevej 210, Høruphav, 6470 Sydals"
"Thomhavevej 12, Mjang, 6470 Sydals"
"Thomhavevej 14, Mjang, 6470 Sydals"
"Tjørnemose 27, Skovmose, 6470 Sydals"
"Tjørnemose 39, Skovmose, 6470 Sydals"
"Toftehøj 7, Høruphav, 6470 Sydals"
"Toftehøj 9, Høruphav, 6470 Sydals"
"Toftehøj 86, Høruphav, 6470 Sydals"
"Toftehøj 92, Høruphav, 6470 Sydals"
"Toftehøj 12, Høruphav, 6470 Sydals"
"Toften 12A, Høruphav, 6470 Sydals"
"Toften 21, Høruphav, 6470 Sydals"
"Toften 15, Høruphav, 6470 Sydals"
"Toften 11, Høruphav, 6470 Sydals"
"Toften 7, Høruphav, 6470 Sydals"
"Toften 35, Høruphav, 6470 Sydals"
"Toften 24, Høruphav, 6470 Sydals"
"Toften 41, Høruphav, 6470 Sydals"
"Toften 37, Høruphav, 6470 Sydals"
"Trompeterager 21, Hørup, 6470 Sydals"
"Trompeterhøj 58, Hørup, 6470 Sydals"
"Trompeterhøj 7, Hørup, 6470 Sydals"
"Trompeterhøj 23, Hørup, 6470 Sydals"
"Vesterbakken 39, Høruphav, 6470 Sydals"
"Østerbakken 2, Høruphav, 6470 Sydals"
"Østerbakken 2, kl., Høruphav, 6470 Sydals"
"Østerbakken 5, Høruphav, 6470 Sydals"
"Østerbakken 28, Høruphav, 6470 Sydals"
"Vesterby 1, Kegnæs, 6470 Sydals"
"Vesterkobbel 12, Kegnæs, 6470 Sydals"
"Vesterkobbel 14, Kegnæs, 6470 Sydals"
"Vestertoften 2, Kegnæs, 6470 Sydals"
"Vestervej 42D, 6470 Sydals"
"Vibæk Mølle 2, Lebølløkke, 6470 Sydals"
"Vibæk Mølle 3, Vibøge, 6470 Sydals"
"Vimmelskaftet 11, Høruphav, 6470 Sydals"
"Vibøgevej 2, Lysabild, 6470 Sydals"
"Vimmelskaftet 8, Høruphav, 6470 Sydals"
"Vimmelskaftet 12H, Høruphav, 6470 Sydals"
"Østerbyvej 61, Sønderby, 6470 Sydals"
"Østerbyvej 63, Østerby, 6470 Sydals"
"Østerbyvej 51, Østerby, 6470 Sydals"
"Østerbyvej 25, Østerby, 6470 Sydals"
"Østerbyvej 19, Østerby, 6470 Sydals"
"Østerbyvej 46A, Østerby, 6470 Sydals"
"Østerbyvej 40, Østerby, 6470 Sydals"
"Ertebjergvej 49, Ertebjerg, 6470 Sydals"
"Lysabildgade 72, st. th, Lysabild, 6470 Sydals"
"Lysabildgade 72, st. tv, Lysabild, 6470 Sydals"
"Gammelpøl 7, Lysabildskov, 6470 Sydals"
"Mintebjergryde 8, Mintebjerg, 6470 Sydals"
"Skovbyvej 56, Skovby, 6470 Sydals"
"Skovgyde 6A, Tandslet, 6470 Sydals"
"Vibøgevej 22A, 6470 Sydals"
"Vestervej 42A, 6470 Sydals"
"Tandsellevej 12, Ertebjerg, 6470 Sydals"
"Mommarkvej 407, Mommark, 6470 Sydals"
"Vibøgetoft 6, Vibøge, 6470 Sydals"
"Mommarkvej 281, a, Tandslet, 6470 Sydals"
"Mommarkvej 281, Tandslet, 6470 Sydals"
"Mommarkvej 281A, 1., Tandslet, 6470 Sydals"
"Mommarkvej 346A, Tandslet, 6470 Sydals"
"Mommarkvej 346B, Tandslet, 6470 Sydals"
"Mommarkvej 348, Tandslet, 6470 Sydals"
"Mommarkvej 350, Tandslet, 6470 Sydals"
"Nørregade 27E, Lysabild, 6470 Sydals"
"Skovforten 8, Lysabildskov, 6470 Sydals"
"Nypølsgade 11A, Nypøl, 6470 Sydals"
"Asserballevej 8A, Jestrup, 6470 Sydals"
"Asserballevej 8B, Jestrup, 6470 Sydals"
"Ollundsbjerg 26A, Tandslet, 6470 Sydals"
"Pøl 2A, 6470 Sydals"
"Hørup Bygade 13, Hørup, 6470 Sydals"
"Hørup Bygade 4, Hørup, 6470 Sydals"
"Hørup Bygade 5, Hørup, 6470 Sydals"
"Langløkke 21, Høruphav, 6470 Sydals"
"Langløkke 9, Høruphav, 6470 Sydals"
"Langløkke 3, Høruphav, 6470 Sydals"
"Østervej 1, Kirke Hørup, 6470 Sydals"
"Østervej 24, Kirke Hørup, 6470 Sydals"
"Vestervej 12, Hørup, 6470 Sydals"
"Vesterkobbel 4A, Kegnæs, 6470 Sydals"
"Vesterkobbel 4B, Kegnæs, 6470 Sydals"
"Vesterkobbel 4C, Kegnæs, 6470 Sydals"
"Vesterbakken 43, Høruphav, 6470 Sydals"
"Vesterbakken 40, Høruphav, 6470 Sydals"
"Vesterbakken 35, Høruphav, 6470 Sydals"
"Ved Skoven 3, Høruphav, 6470 Sydals"
"Klapleddet 9, Lysabildskov, 6470 Sydals"
"Mommarkvej 376, Mommark, 6470 Sydals"
"Færgegang 5B, st. tv, Høruphav, 6470 Sydals"
"Færgegang 5B, st. th, Høruphav, 6470 Sydals"
"Færgegang 5B, th, Høruphav, 6470 Sydals"
"Færgegang 5A, st. tv, Høruphav, 6470 Sydals"
"Færgegang 5A, tv, Høruphav, 6470 Sydals"
"Færgegang 5A, th, Høruphav, 6470 Sydals"
"Havbo 14, Høruphav, 6470 Sydals"
"Færgegang 7, Høruphav, 6470 Sydals"
"Færgegang 7, st. th, Høruphav, 6470 Sydals"
"Færgegang 5, Høruphav, 6470 Sydals"
"Færgegang 5A, Høruphav, 6470 Sydals"
"Færgegang 5B, Høruphav, 6470 Sydals"
"Færgegang 5B, tv, Høruphav, 6470 Sydals"
"Havbo 21A, Høruphav, 6470 Sydals"
"Askemose 20, Skovmose, 6470 Sydals"
"Ellemose 34, Skovmose, 6470 Sydals"
"Harresbæk 21, Mommark, 6470 Sydals"
"Havblik 42, Sønderby, 6470 Sydals"
"Havblik 40, Sønderby, 6470 Sydals"
"Havblik 16, Sønderby, 6470 Sydals"
"Kegnæsvej 80, Skovby, 6470 Sydals"
"Havblik 20, Sønderby, 6470 Sydals"
"Havblik 22, Sønderby, 6470 Sydals"
"Havblik 24, Sønderby, 6470 Sydals"
"Havblik 26, Sønderby, 6470 Sydals"
"Havblik 28, Sønderby, 6470 Sydals"
"Havblik 30, Sønderby, 6470 Sydals"
"Havblik 32, Sønderby, 6470 Sydals"
"Lambjergvej 7, Lambjerg, 6470 Sydals"
"Havblik 54, Sønderby, 6470 Sydals"
"Havblik 34, Sønderby, 6470 Sydals"
"Havblik 36, Sønderby, 6470 Sydals"
"Havblik 38, Sønderby, 6470 Sydals"
"Havblik 44, Sønderby, 6470 Sydals"
"Havblik 46, Sønderby, 6470 Sydals"
"Havblik 48, Sønderby, 6470 Sydals"
"Havblik 50, Sønderby, 6470 Sydals"
"Havblik 52, Sønderby, 6470 Sydals"
"Havblik 56, Sønderby, 6470 Sydals"
"Havblik 58, Sønderby, 6470 Sydals"
"Havblik 60, Sønderby, 6470 Sydals"
"Havblik 62, Sønderby, 6470 Sydals"
"Havblik 64, Sønderby, 6470 Sydals"
"Havblik 66, Sønderby, 6470 Sydals"
"Havblik 68, Sønderby, 6470 Sydals"
"Havblik 18, Sønderby, 6470 Sydals"
"Havblik 16A, Sønderby, 6470 Sydals"
"Pilemose 13, Skovmose, 6470 Sydals"
"Pilemose 20, Skovmose, 6470 Sydals"
"Saruphav 6, Sarup, 6470 Sydals"
"Sarupvej 14, Sarup, 6470 Sydals"
"Fiskervej 98, Mommark, 6470 Sydals"
"Høruphav Havn 2, Høruphav, 6470 Sydals"
"Kegnæsvej 52, Skovby, 6470 Sydals"
"Skovbyvej 16, Majbølgård, 6470 Sydals"
"Vestermark 7, Kegnæs, 6470 Sydals"
"Mommarkvej 399, Mommark, 6470 Sydals"
"Sarupvej 8A, 6470 Sydals"
"Askemose 1, Skovmose, 6470 Sydals"
"Askemose 14, Skovmose, 6470 Sydals"
"Askemose 19, Skovmose, 6470 Sydals"
"Askemose 2, Skovmose, 6470 Sydals"
"Askemose 22, Skovmose, 6470 Sydals"
"Askemose 3, Skovmose, 6470 Sydals"
"Askemose 5, Skovmose, 6470 Sydals"
"Askemose 7, Skovmose, 6470 Sydals"
"Askemose 8, Skovmose, 6470 Sydals"
"Ballevej 1, Skovby, 6470 Sydals"
"Birkemose 99, Skovmose, 6470 Sydals"
"Bredsten 5, Kegnæs, 6470 Sydals"
"Bellevue 12A, Mommark, 6470 Sydals"
"Birkemose 177, Skovmose, 6470 Sydals"
"Egemose 111, 6470 Sydals"
"Ellemose 1, Skovmose, 6470 Sydals"
"Ellemose 12, Skovmose, 6470 Sydals"
"Ellemose 14, Skovmose, 6470 Sydals"
"Ellemose 16, Skovmose, 6470 Sydals"
"Ellemose 17, Skovmose, 6470 Sydals"
"Ellemose 20, Skovmose, 6470 Sydals"
"Ellemose 26, Skovmose, 6470 Sydals"
"Ellemose 46, Skovmose, 6470 Sydals"
"Elleskov 1A, Ertebjerg, 6470 Sydals"
"Elleskov 5, Ertebjerg, 6470 Sydals"
"Engmosen 3, Lysabild, 6470 Sydals"
"Ensomhed 3, Lebøl, 6470 Sydals"
"Ensomhed 3, 1, Lebøl, 6470 Sydals"
"Ertebjerghav 6, Ertebjerg, 6470 Sydals"
"Ertebjergvej 14, Faurholm, 6470 Sydals"
"Ertebjergvej 22, Ertebjerg, 6470 Sydals"
"Ertebjergvej 30, Ertebjerg, 6470 Sydals"
"Fiskervej 100, Mommark, 6470 Sydals"
"Fiskervej 108, Mommark, 6470 Sydals"
"Fiskervej 112, Mommark, 6470 Sydals"
"Fiskervej 114, Mommark, 6470 Sydals"
"Fiskervej 116, Mommark, 6470 Sydals"
"Fiskervej 50, Mommark, 6470 Sydals"
"Fiskervej 60, Mommark, 6470 Sydals"
"Fiskervej 74, Mommark, 6470 Sydals"
"Fiskervej 76, Mommark, 6470 Sydals"
"Fiskervej 78, Mommark, 6470 Sydals"
"Fiskervej 80, Mommark, 6470 Sydals"
"Fiskervej 82, Mommark, 6470 Sydals"
"Fiskervej 84, Mommark, 6470 Sydals"
"Fiskervej 86, Mommark, 6470 Sydals"
"Fiskervej 96, Mommark, 6470 Sydals"
