"Annexgårdsvej 11, Kirke Værløse, 3500 Værløse"
"Bymidten 70A, 3500 Værløse"
"Bymidten 72A, 3500 Værløse"
"Bymidten 72B, 3500 Værløse"
"Bymidten 72C, 3500 Værløse"
"Sandet 77, Kirke Værløse, 3500 Værløse"
"Tøgersvej 5, 3500 Værløse"
"Walgerholm 8, Jonstrup, 3500 Værløse"
"Åsevej 38, 3500 Værløse"
"Ravnehusvej 45A, Hareskov, 3500 Værløse"
"Ravnehusvej 45, Hareskov, 3500 Værløse"
"Gammel Hareskovvej 321A, st., Hareskov, 3500 Værløse"
"Gammel Hareskovvej 321A, 1., Hareskov, 3500 Værløse"
"Gammel Hareskovvej 321B, Hareskov, 3500 Værløse"
"Pilotvej 31, Jonstrup, 3500 Værløse"
"Pilotvej 29, Jonstrup, 3500 Værløse"
"Pilotvej 3, Jonstrup, 3500 Værløse"
"Pilotvej 5, Jonstrup, 3500 Værløse"
"Pilotvej 7, Jonstrup, 3500 Værløse"
"Pilotvej 9, Jonstrup, 3500 Værløse"
"Pilotvej 11, Jonstrup, 3500 Værløse"
"Pilotvej 13, Jonstrup, 3500 Værløse"
"Pilotvej 15, Jonstrup, 3500 Værløse"
"Pilotvej 32, Jonstrup, 3500 Værløse"
"Pilotvej 30, Jonstrup, 3500 Værløse"
"Pilotvej 16, Jonstrup, 3500 Værløse"
"Pilotvej 14, Jonstrup, 3500 Værløse"
"Ryetvej 28, 3500 Værløse"
"Ryetvej 26, kl., 3500 Værløse"
"Ydungård 38, 3500 Værløse"
"Bringehusene 9, Jonstrup, 3500 Værløse"
"Bringehusene 10, Jonstrup, 3500 Værløse"
"Bringehusene 11, Jonstrup, 3500 Værløse"
"Bringehusene 12, Jonstrup, 3500 Værløse"
"Bringehusene 13, Jonstrup, 3500 Værløse"
"Bringehusene 14, Jonstrup, 3500 Værløse"
"Bringehusene 19, Jonstrup, 3500 Værløse"
"Bringehusene 20, Jonstrup, 3500 Værløse"
"Bringehusene 21, Jonstrup, 3500 Værløse"
"Bringehusene 22, Jonstrup, 3500 Værløse"
"Bringehusene 23, Jonstrup, 3500 Værløse"
"Bringehusene 24, Jonstrup, 3500 Værløse"
"Bringehusene 25, Jonstrup, 3500 Værløse"
"Bringehusene 26, Jonstrup, 3500 Værløse"
"Bringehusene 27, Jonstrup, 3500 Værløse"
"Bringehusene 28, Jonstrup, 3500 Værløse"
"Højen 3, Jonstrup, 3500 Værløse"
"Højen 5, Jonstrup, 3500 Værløse"
"Højen 7, Jonstrup, 3500 Værløse"
"Højen 9, Jonstrup, 3500 Værløse"
"Højen 11, Jonstrup, 3500 Værløse"
"Højen 13, Jonstrup, 3500 Værløse"
"Højen 15, Jonstrup, 3500 Værløse"
"Højen 17, Jonstrup, 3500 Værløse"
"Højen 19, Jonstrup, 3500 Værløse"
"Højen 21, Jonstrup, 3500 Værløse"
"Højen 23, Jonstrup, 3500 Værløse"
"Bringehusene 15, Jonstrup, 3500 Værløse"
"Bringehusene 16, Jonstrup, 3500 Værløse"
"Bringehusene 17, Jonstrup, 3500 Værløse"
"Bringehusene 18, Jonstrup, 3500 Værløse"
"Højen 25, Jonstrup, 3500 Værløse"
"Højen 27, Jonstrup, 3500 Værløse"
"Højen 29, Jonstrup, 3500 Værløse"
"Højen 31, Jonstrup, 3500 Værløse"
"Højen 33, Jonstrup, 3500 Værløse"
"Højen 35, Jonstrup, 3500 Værløse"
"Højen 37, Jonstrup, 3500 Værløse"
"Højen 39, Jonstrup, 3500 Værløse"
"Højen 41, Jonstrup, 3500 Værløse"
"Højen 43, Jonstrup, 3500 Værløse"
"Højen 45, Jonstrup, 3500 Værløse"
"Højen 47, Jonstrup, 3500 Værløse"
"Højen 49, Jonstrup, 3500 Værløse"
"Højen 51, Jonstrup, 3500 Værløse"
"Højen 53, Jonstrup, 3500 Værløse"
"Højen 55, Jonstrup, 3500 Værløse"
"Inavej 8, 3500 Værløse"
"Helenestien 17, 3500 Værløse"
"Tårnet 1, Jonstrup, 3500 Værløse"
"Officershusene 4, Jonstrup, 3500 Værløse"
"Officershusene 6, Jonstrup, 3500 Værløse"
"Officershusene 45, Jonstrup, 3500 Værløse"
"Officershusene 8, Jonstrup, 3500 Værløse"
"Officershusene 10, Jonstrup, 3500 Værløse"
"Officershusene 51, Jonstrup, 3500 Værløse"
"Officershusene 53, Jonstrup, 3500 Værløse"
"Officershusene 14, Jonstrup, 3500 Værløse"
"Officershusene 2, Jonstrup, 3500 Værløse"
"Officershusene 47, Jonstrup, 3500 Værløse"
"Officershusene 12, Jonstrup, 3500 Værløse"
"Officershusene 49, Jonstrup, 3500 Værløse"
"Officershusene 18, Jonstrup, 3500 Værløse"
"Officershusene 43, Jonstrup, 3500 Værløse"
"Officershusene 41, Jonstrup, 3500 Værløse"
"Officershusene 33, Jonstrup, 3500 Værløse"
"Officershusene 31, Jonstrup, 3500 Værløse"
"Officershusene 29, Jonstrup, 3500 Værløse"
"Officershusene 16, Jonstrup, 3500 Værløse"
"Officershusene 20, Jonstrup, 3500 Værløse"
"Officershusene 39, Jonstrup, 3500 Værløse"
"Officershusene 37, Jonstrup, 3500 Værløse"
"Officershusene 35, Jonstrup, 3500 Værløse"
"Officershusene 27, Jonstrup, 3500 Værløse"
"Officershusene 23, Jonstrup, 3500 Værløse"
"Officershusene 21, Jonstrup, 3500 Værløse"
"Officershusene 19, Jonstrup, 3500 Værløse"
"Officershusene 17, Jonstrup, 3500 Værløse"
"Officershusene 15, Jonstrup, 3500 Værløse"
"Officershusene 13, Jonstrup, 3500 Værløse"
"Officershusene 25, Jonstrup, 3500 Værløse"
"Officershusene 7, Jonstrup, 3500 Værløse"
"Officershusene 5, Jonstrup, 3500 Værløse"
"Officershusene 3, Jonstrup, 3500 Værløse"
"Officershusene 1, Jonstrup, 3500 Værløse"
"Officershusene 11, Jonstrup, 3500 Værløse"
"Officershusene 9, Jonstrup, 3500 Værløse"
"Birkevang 34A, Hareskov, 3500 Værløse"
"Officershusene 1A, Jonstrup, 3500 Værløse"
"Kirke Værløsevej 34B, st., 3500 Værløse"
"Kirke Værløsevej 34B, 1., 3500 Værløse"
"Kirke Værløsevej 34B, 2., 3500 Værløse"
"Kirke Værløsevej 34A, st., 3500 Værløse"
"Kirke Værløsevej 34A, 1., 3500 Værløse"
"Kirke Værløsevej 34A, 2., 3500 Værløse"
"Kirke Værløsevej 34A, 3500 Værløse"
"Kirke Værløsevej 34B, 3500 Værløse"
"Frederiksborgvej 111, 3500 Værløse"
"Kirke Værløsevej 48, 3500 Værløse"
"Kirke Værløsevej 50, 3500 Værløse"
"Kirke Værløsevej 48D, 3500 Værløse"
"Ryethøjvej 2C, 3500 Værløse"
"Perimetervejen 75, Jonstrup, 3500 Værløse"
"Ravnekrogen 16, Hareskov, 3500 Værløse"
"Ravnekrogen 1, Hareskov, 3500 Værløse"
"Ravnekrogen 9, Hareskov, 3500 Værløse"
"Ravnekrogen 15, Hareskov, 3500 Værløse"
"Ravnekrogen 14, Hareskov, 3500 Værløse"
"Ravnekrogen 7, Hareskov, 3500 Værløse"
"Ravnekrogen 3, Hareskov, 3500 Værløse"
"Ravnekrogen 11, Hareskov, 3500 Værløse"
"Ravnekrogen 13, Hareskov, 3500 Værløse"
"Ravnekrogen 17, st., Hareskov, 3500 Værløse"
"Ravnekrogen 19, 1., Hareskov, 3500 Værløse"
"Ravnekrogen 25, Hareskov, 3500 Værløse"
"Ravnekrogen 21, Hareskov, 3500 Værløse"
"Ravnekrogen 4, 1., Hareskov, 3500 Værløse"
"Ravnekrogen 8, 1., Hareskov, 3500 Værløse"
"Ravnekrogen 23, Hareskov, 3500 Værløse"
"Ravnekrogen 2, st., Hareskov, 3500 Værløse"
"Ravnekrogen 6, st., Hareskov, 3500 Værløse"
"Tårnet 1A, Jonstrup, 3500 Værløse"
"Søndersøvej 19, 3500 Værløse"
"Nørrevænget 81, 3500 Værløse"
"Højen 1A, Jonstrup, 3500 Værløse"
"Jonstrupvej 253A, Jonstrup, 3500 Værløse"
"Annexgårdsvej 7, Kirke Værløse, 3500 Værløse"
"Annexgårdsvej 10, Kirke Værløse, 3500 Værløse"
"Annexgårdsvej 14, Kirke Værløse, 3500 Værløse"
"Ballerupvej 60, 3500 Værløse"
"Bavnestedet 201, 3500 Værløse"
"Toftegårdsvej 1F, 3500 Værløse"
"Højlunds Vænge 20, 3500 Værløse"
"Enebærvej 7, 3500 Værløse"
"Anemonevej 43, Hareskov, 3500 Værløse"
"Bringevej 14, Jonstrup, 3500 Værløse"
"Bringevej 32, Jonstrup, 3500 Værløse"
"Engstedet 28, 3500 Værløse"
"Evavej 22, 3500 Værløse"
"Gammel Hareskovvej 261, Hareskov, 3500 Værløse"
"Inavej 31, 3500 Værløse"
"Kærmindevej 12, 3500 Værløse"
"Kærmindevej 10, 3500 Værløse"
"Kærmindevej 6, 3500 Værløse"
"Lille Værløsevej 53, 3500 Værløse"
"Lathyrusvej 21, 3500 Værløse"
"Ny Vestergårdsvej 18, 3500 Værløse"
"Nørreskovvang 37, 3500 Værløse"
"Skovmose Alle 16, Hareskov, 3500 Værløse"
"Ryetvej 20, st. g14, 3500 Værløse"
"Ryetvej 20, st. g16, 3500 Værløse"
"Ryetvej 20, st. g19, 3500 Værløse"
"Ryetvej 20, st. g21, 3500 Værløse"
"Ryetvej 20, st. g23, 3500 Værløse"
"Ryetvej 20, st. g26, 3500 Værløse"
"Ryetvej 20, st. g28, 3500 Værløse"
"Ryetvej 20, st. g31, 3500 Værløse"
"Ryetvej 20, st. g33, 3500 Værløse"
"Ryetvej 20, 1. g114, 3500 Værløse"
"Ryetvej 20, 1. g116, 3500 Værløse"
"Ryetvej 20, 1. g121, 3500 Værløse"
"Ryetvej 20, 1. g119, 3500 Værløse"
"Ryetvej 20, 1. g123, 3500 Værløse"
"Ryetvej 20, 1. g126, 3500 Værløse"
"Ryetvej 20, 1. g128, 3500 Værløse"
"Ryetvej 20, 1. g131, 3500 Værløse"
"Ryetvej 20, 1. g133, 3500 Værløse"
"Faldskærmsvej 22, Jonstrup, 3500 Værløse"
"Faldskærmsvej 28, Jonstrup, 3500 Værløse"
"Faldskærmsvej 26, Jonstrup, 3500 Værløse"
"Faldskærmsvej 24, Jonstrup, 3500 Værløse"
"Faldskærmsvej 20, Jonstrup, 3500 Værløse"
"Faldskærmsvej 6, Jonstrup, 3500 Værløse"
"Faldskærmsvej 31, Jonstrup, 3500 Værløse"
"Faldskærmsvej 29, Jonstrup, 3500 Værløse"
"Faldskærmsvej 18, Jonstrup, 3500 Værløse"
"Faldskærmsvej 16, Jonstrup, 3500 Værløse"
"Faldskærmsvej 14, Jonstrup, 3500 Værløse"
"Faldskærmsvej 12, Jonstrup, 3500 Værløse"
"Faldskærmsvej 10, Jonstrup, 3500 Værløse"
"Faldskærmsvej 8, Jonstrup, 3500 Værløse"
"Faldskærmsvej 4, Jonstrup, 3500 Værløse"
"Faldskærmsvej 23, Jonstrup, 3500 Værløse"
"Faldskærmsvej 27, Jonstrup, 3500 Værløse"
"Faldskærmsvej 25, Jonstrup, 3500 Værløse"
"Faldskærmsvej 21, Jonstrup, 3500 Værløse"
"Faldskærmsvej 19, Jonstrup, 3500 Værløse"
"Faldskærmsvej 17, Jonstrup, 3500 Værløse"
"Faldskærmsvej 49, Jonstrup, 3500 Værløse"
"Faldskærmsvej 51, Jonstrup, 3500 Værløse"
"Faldskærmsvej 53, Jonstrup, 3500 Værløse"
"Faldskærmsvej 59, Jonstrup, 3500 Værløse"
"Faldskærmsvej 55, Jonstrup, 3500 Værløse"
"Faldskærmsvej 57, Jonstrup, 3500 Værløse"
"Faldskærmsvej 47, Jonstrup, 3500 Værløse"
"Faldskærmsvej 77, Jonstrup, 3500 Værløse"
"Faldskærmsvej 73, Jonstrup, 3500 Værløse"
"Faldskærmsvej 69, Jonstrup, 3500 Værløse"
"Faldskærmsvej 71, Jonstrup, 3500 Værløse"
"Faldskærmsvej 75, Jonstrup, 3500 Værløse"
"Faldskærmsvej 9, Jonstrup, 3500 Værløse"
"Faldskærmsvej 11, Jonstrup, 3500 Værløse"
"Faldskærmsvej 15, Jonstrup, 3500 Værløse"
"Faldskærmsvej 104, Jonstrup, 3500 Værløse"
"Faldskærmsvej 110, Jonstrup, 3500 Værløse"
"Faldskærmsvej 67, Jonstrup, 3500 Værløse"
"Faldskærmsvej 65, Jonstrup, 3500 Værløse"
"Faldskærmsvej 61, Jonstrup, 3500 Værløse"
"Faldskærmsvej 63, Jonstrup, 3500 Værløse"
"Faldskærmsvej 94, Jonstrup, 3500 Værløse"
"Faldskærmsvej 96, Jonstrup, 3500 Værløse"
"Faldskærmsvej 92, Jonstrup, 3500 Værløse"
"Faldskærmsvej 100, Jonstrup, 3500 Værløse"
"Faldskærmsvej 102, Jonstrup, 3500 Værløse"
"Faldskærmsvej 108, Jonstrup, 3500 Værløse"
"Faldskærmsvej 116, Jonstrup, 3500 Værløse"
"Faldskærmsvej 5, Jonstrup, 3500 Værløse"
"Faldskærmsvej 13, Jonstrup, 3500 Værløse"
"Faldskærmsvej 7, Jonstrup, 3500 Værløse"
"Faldskærmsvej 106, Jonstrup, 3500 Værløse"
"Faldskærmsvej 114, Jonstrup, 3500 Værløse"
"Faldskærmsvej 112, Jonstrup, 3500 Værløse"
"Faldskærmsvej 120, Jonstrup, 3500 Værløse"
"Faldskærmsvej 118, Jonstrup, 3500 Værløse"
"Faldskærmsvej 122, Jonstrup, 3500 Værløse"
"Faldskærmsvej 124, Jonstrup, 3500 Værløse"
"Faldskærmsvej 126, Jonstrup, 3500 Værløse"
"Faldskærmsvej 98, Jonstrup, 3500 Værløse"
"Birkevang 34B, Hareskov, 3500 Værløse"
"Rolighedsvej 42B, Hareskov, 3500 Værløse"
"Bringegårdene 37, Jonstrup, 3500 Værløse"
"Bringegårdene 33, Jonstrup, 3500 Værløse"
"Bringegårdene 43, Jonstrup, 3500 Værløse"
"Bringegårdene 41, Jonstrup, 3500 Værløse"
"Bringegårdene 39, Jonstrup, 3500 Værløse"
"Bringegårdene 31, Jonstrup, 3500 Værløse"
"Bringegårdene 25, Jonstrup, 3500 Værløse"
"Bringegårdene 23, Jonstrup, 3500 Værløse"
"Bringegårdene 21, Jonstrup, 3500 Værløse"
"Bringegårdene 34, Jonstrup, 3500 Værløse"
"Bringegårdene 36, Jonstrup, 3500 Værløse"
"Bringegårdene 30, Jonstrup, 3500 Værløse"
"Bringegårdene 38, Jonstrup, 3500 Værløse"
"Bringegårdene 40, Jonstrup, 3500 Værløse"
"Bringegårdene 35, Jonstrup, 3500 Værløse"
"Bringegårdene 27, Jonstrup, 3500 Værløse"
"Bringegårdene 29, Jonstrup, 3500 Værløse"
"Bringegårdene 32, Jonstrup, 3500 Værløse"
"Bringegårdene 28, Jonstrup, 3500 Værløse"
"Bringegårdene 26, Jonstrup, 3500 Værløse"
"Bringegårdene 20, Jonstrup, 3500 Værløse"
"Bringegårdene 16, Jonstrup, 3500 Værløse"
"Bringegårdene 8, Jonstrup, 3500 Værløse"
"Bringegårdene 12, Jonstrup, 3500 Værløse"
"Bringegårdene 10, Jonstrup, 3500 Værløse"
"Bringegårdene 14, Jonstrup, 3500 Værløse"
"Bringegårdene 4, Jonstrup, 3500 Værløse"
"Bringegårdene 2, Jonstrup, 3500 Værløse"
"Bringegårdene 6, Jonstrup, 3500 Værløse"
"Bringegårdene 13, Jonstrup, 3500 Værløse"
"Bringegårdene 1A, Jonstrup, 3500 Værløse"
"Bringegårdene 15, Jonstrup, 3500 Værløse"
"Bringegårdene 11, Jonstrup, 3500 Værløse"
"Bringegårdene 7, Jonstrup, 3500 Værløse"
"Bringegårdene 9, Jonstrup, 3500 Værløse"
"Bringegårdene 5, Jonstrup, 3500 Værløse"
"Bringegårdene 3, Jonstrup, 3500 Værløse"
"Bringegårdene 22, Jonstrup, 3500 Værløse"
"Bringegårdene 1, Jonstrup, 3500 Værløse"
"Bringegårdene 24, Jonstrup, 3500 Værløse"
"Bringegårdene 17, Jonstrup, 3500 Værløse"
"Bringegårdene 18, Jonstrup, 3500 Værløse"
"Perimetervejen 73L, Jonstrup, 3500 Værløse"
"Perimetervejen 73N, Jonstrup, 3500 Værløse"
"Perimetervejen 73H, Jonstrup, 3500 Værløse"
"Perimetervejen 73R, Jonstrup, 3500 Værløse"
"Perimetervejen 73T, Jonstrup, 3500 Værløse"
"Lathyrusvej 20, 3500 Værløse"
"Rolighedsvej 1, Hareskov, 3500 Værløse"
"Lathyrusvej 33, 3500 Værløse"
"Kirke Værløsevej 48F, 3500 Værløse"
"Kirke Værløsevej 58, 3500 Værløse"
"Poppel Alle 57, Hareskov, 3500 Værløse"
"Bringekrogen 24, Jonstrup, 3500 Værløse"
"Bringekrogen 20, Jonstrup, 3500 Værløse"
"Bringekrogen 26, Jonstrup, 3500 Værløse"
"Bringekrogen 28, Jonstrup, 3500 Værløse"
"Bringekrogen 30, Jonstrup, 3500 Værløse"
"Bringekrogen 32, Jonstrup, 3500 Værløse"
"Bringekrogen 36, Jonstrup, 3500 Værløse"
"Bringekrogen 34, Jonstrup, 3500 Værløse"
"Bringekrogen 38, Jonstrup, 3500 Værløse"
"Bringekrogen 40, Jonstrup, 3500 Værløse"
"Bringekrogen 44, Jonstrup, 3500 Værløse"
"Bringekrogen 42, Jonstrup, 3500 Værløse"
"Bringekrogen 46, Jonstrup, 3500 Værløse"
"Bringekrogen 66, Jonstrup, 3500 Værløse"
"Bringekrogen 62, Jonstrup, 3500 Værløse"
"Bringekrogen 50, Jonstrup, 3500 Værløse"
"Bringekrogen 64, Jonstrup, 3500 Værløse"
"Bringekrogen 68, Jonstrup, 3500 Værløse"
"Bringekrogen 72, Jonstrup, 3500 Værløse"
"Bringekrogen 78, Jonstrup, 3500 Værløse"
"Bringekrogen 70, Jonstrup, 3500 Værløse"
"Bringekrogen 2, Jonstrup, 3500 Værløse"
"Bringekrogen 76, Jonstrup, 3500 Værløse"
"Bringekrogen 16, Jonstrup, 3500 Værløse"
"Bringekrogen 12, Jonstrup, 3500 Værløse"
"Bringekrogen 74, Jonstrup, 3500 Værløse"
"Bringekrogen 18, Jonstrup, 3500 Værløse"
"Bringekrogen 14, Jonstrup, 3500 Værløse"
"Bringekrogen 10, Jonstrup, 3500 Værløse"
"Bringekrogen 8, Jonstrup, 3500 Værløse"
"Bringekrogen 6, Jonstrup, 3500 Værløse"
"Bringekrogen 4, Jonstrup, 3500 Værløse"
"Bringekrogen 58, Jonstrup, 3500 Værløse"
"Stiager 10, 3500 Værløse"
"Stiager 12, 3500 Værløse"
"Skandrups Alle 64, Hareskov, 3500 Værløse"
"Kirke Værløsevej 48E, st. 10, 3500 Værløse"
"Kirke Værløsevej 48E, st. 11, 3500 Værløse"
"Kirke Værløsevej 48E, st. 12, 3500 Værløse"
"Kirke Værløsevej 48E, st. 13, 3500 Værløse"
"Kirke Værløsevej 48E, st. 14, 3500 Værløse"
"Kirke Værløsevej 48E, st. 15, 3500 Værløse"
"Kirke Værløsevej 48E, st. 18, 3500 Værløse"
"Kirke Værløsevej 48E, st. 19, 3500 Værløse"
"Kirke Værløsevej 48E, st. 20, 3500 Værløse"
"Kirke Værløsevej 48E, st. 21, 3500 Værløse"
"Kirke Værløsevej 48E, st. 22, 3500 Værløse"
"Kirke Værløsevej 48D, st. 1, 3500 Værløse"
"Kirke Værløsevej 48D, st. 2, 3500 Værløse"
"Kirke Værløsevej 48D, st. 3, 3500 Værløse"
"Kirke Værløsevej 48D, st. 4, 3500 Værløse"
"Kirke Værløsevej 48D, st. 5, 3500 Værløse"
"Kirke Værløsevej 48D, st. 6, 3500 Værløse"
"Kirke Værløsevej 48D, st. 7, 3500 Værløse"
"Kirke Værløsevej 48C, 3500 Værløse"
"Frederiksborgvej 101A, 3500 Værløse"
"Frederiksborgvej 101, 3500 Værløse"
"Elme Alle 10, Hareskov, 3500 Værløse"
"Poppel Alle 67, Hareskov, 3500 Værløse"
"Åvej 34, Hareskov, 3500 Værløse"
"Søvej 23, 3500 Værløse"
"Mosestedet 1, 3500 Værløse"
"Syvstjerne Vænge 15, 3500 Værløse"
"Syvstjerne Vænge 17, st., 3500 Værløse"
"Syvstjerne Vænge 17, 3500 Værløse"
"Syvstjerne Vænge 17, 1., 3500 Værløse"
"Ryetvej 157, 3500 Værløse"
"Ryetvej 159, 3500 Værløse"
"Kollekollevej 125, 3500 Værløse"
"Ravnehusparken 36, Hareskov, 3500 Værløse"
"Birkegården 98C, Kirke Værløse, 3500 Værløse"
"Birkegården 98D, Kirke Værløse, 3500 Værløse"
"Birkegården 98B, Kirke Værløse, 3500 Værløse"
"Kirke Værløsevej 26, 1. 1, 3500 Værløse"
"Ny Hjortespringvej 2, Hareskov, 3500 Værløse"
"Gartnerkrogen 1, 3500 Værløse"
"Skovdalen 16, Hareskov, 3500 Værløse"
"Tårnhøjgård 35, Kirke Værløse, 3500 Værløse"
"Gartnerkrogen 11, 3500 Værløse"
"Vesterbo 135, 3500 Værløse"
"Gammel Hareskovvej 327, Hareskov, 3500 Værløse"
"Kirkestræde 1, Kirke Værløse, 3500 Værløse"
"Jonstrupvej 258A, Jonstrup, 3500 Værløse"
"Vesterbo 151, 3500 Værløse"
"Gartnerkrogen 34, 3500 Værløse"
"Ny Vestergårdsvej 28, 3500 Værløse"
"Toftebo 19, 1. tv, 3500 Værløse"
"Birketoften 5, Hareskov, 3500 Værløse"
"Mosegård Park 67, 3500 Værløse"
"Ryetvej 29, st. th, 3500 Værløse"
"Vesterbo Vænge 7, 1., 3500 Værløse"
"Gran Alle 6, Hareskov, 3500 Værløse"
"Skovhaven 23, 3500 Værløse"
"Højsdal 6, Hareskov, 3500 Værløse"
"Vesterbo Vænge 16, st., 3500 Værløse"
"Birkevang 3, Hareskov, 3500 Værløse"
"Jonstrupvej 274C, Jonstrup, 3500 Værløse"
"Højsdal 13, Hareskov, 3500 Værløse"
"Grantoftevej 6, 3500 Værløse"
"Skovgårds Alle 66, 3500 Værløse"
"Birkegården 79, Kirke Værløse, 3500 Værløse"
"Birkevang 20C, Hareskov, 3500 Værløse"
"Birkegården 80, kl., Kirke Værløse, 3500 Værløse"
"Grantoftevej 10, 3500 Værløse"
"Birkegården 83, Kirke Værløse, 3500 Værløse"
"Kjeldgårdsvej 18, Hareskov, 3500 Værløse"
"Skovgårds Alle 85, 3500 Værløse"
"Søndersøvej 14, 3500 Værløse"
"Grantoftevej 13A, 3500 Værløse"
"Skovhaven 55, 3500 Værløse"
"Anyvej 4, 3500 Værløse"
"Tornekrogen 16, 3500 Værløse"
"Skandrups Alle 24, Hareskov, 3500 Værløse"
"Tornekrogen 21, 3500 Værløse"
"Mosestedet 3, 3500 Værløse"
"Skovhaven 77, 3500 Værløse"
"Grantoftevej 21B, 3500 Værløse"
"Bringetoften 5, Jonstrup, 3500 Værløse"
"Brunsøvej 4, Hareskov, 3500 Værløse"
"Birkegården 122, Kirke Værløse, 3500 Værløse"
"Åvej 44, Hareskov, 3500 Værløse"
"Tornekrogen 36, 3500 Værløse"
"Hareskovhvilevej 6, st. 59, 3500 Værløse"
"Lille Værløsevej 36B, 3500 Værløse"
"Mosestedet 28, 3500 Værløse"
"Højeloft Vænge 11, 3500 Værløse"
"Skråplanet 3, Jonstrup, 3500 Værløse"
"Mosestedet 39, 3500 Værløse"
"Mosestedet 41, 3500 Værløse"
"Bavnehøj Park 29, 1. th, 3500 Værløse"
"Højeloft Vænge 30, 3500 Værløse"
"Tornekrogen 72, 3500 Værløse"
"Hareskovhvilevej 8, 3. 32, 3500 Værløse"
"Mosevej 5A, 3500 Værløse"
"Ryetvej 131, st. tv, 3500 Værløse"
"Elme Alle 27A, Hareskov, 3500 Værløse"
"Bavnehøj Park 34, kl. 235, 3500 Værløse"
"Ryetvej 133, 1. tv, 3500 Værløse"
"Bavnehøj Park 34, st. 2, 3500 Værløse"
"Åkandevej 56, 3500 Værløse"
"Højeloft Vænge 72, 3500 Værløse"
"Munkevej 1, 3500 Værløse"
"Studekrogen 1, 25, Jonstrup, 3500 Værløse"
"Evavej 46, 3500 Værløse"
"Bavnestedet 1, 3500 Værløse"
"Skovbovænget 53, Hareskov, 3500 Værløse"
"Vesterbo 21, 3500 Værløse"
"Munkevej 24, 3500 Værløse"
"Ravnekrogen 12, Hareskov, 3500 Værløse"
"Vesterbo 34, 3500 Værløse"
"Rastestedet 3, 3500 Værløse"
"Hasselhaven 17, 3500 Værløse"
"Ryetvej 147, 1. tv, 3500 Værløse"
"Bavnehøj Park 2, 1. 1, 3500 Værløse"
"Vesterbo 43, 3500 Værløse"
"Jonstruphøj 1, Jonstrup, 3500 Værløse"
"Sækkedamsvej 173, 3500 Værløse"
"Ryetvej 151, 1. tv, 3500 Værløse"
"Bringebakken 43, Jonstrup, 3500 Værløse"
"Rastestedet 23, 3500 Værløse"
"Anemonevej 12, Hareskov, 3500 Værløse"
"Marie Alle 8, Hareskov, 3500 Værløse"
"Helenestien 8, 3500 Værløse"
"Bymidten 12C, 1., 3500 Værløse"
"Kirke Værløsevej 41, st. mf, 3500 Værløse"
"Bøgehaven 62, 3500 Værløse"
"Bøgehaven 86, 3500 Værløse"
"Bøgehaven 25A, 3500 Værløse"
"Kirke Værløsevej 24, 1., 3500 Værløse"
"Ryetvej 127, 3500 Værløse"
"Bøgehaven 104, 3500 Værløse"
"Bøgehaven 114, 3500 Værløse"
"Ryetvej 20, 2. 2103, 3500 Værløse"
"Ny Vestergårdsvej 5B, 3500 Værløse"
"Bymidten 17, 3500 Værløse"
"Rullebanen 1, Jonstrup, 3500 Værløse"
"Rullebanen 17, Jonstrup, 3500 Værløse"
"Pilotvej 57, Jonstrup, 3500 Værløse"
"Pilotvej 8, Jonstrup, 3500 Værløse"
"Faldskærmsvej 34, Jonstrup, 3500 Værløse"
"Faldskærmsvej 36, Jonstrup, 3500 Værløse"
"Faldskærmsvej 64, Jonstrup, 3500 Værløse"
"Propelvej 44, Jonstrup, 3500 Værløse"
"Engstedet 29, 3500 Værløse"
"Evavej 40, 3500 Værløse"
"Bringegårdene 19, Jonstrup, 3500 Værløse"
"Enighedsvej 1, Hareskov, 3500 Værløse"
"Elsevej 12, 3500 Værløse"
"Søndergårdsvej 69D, 3500 Værløse"
"Søndergårdsvej 69C, 3500 Værløse"
"Søndergårdsvej 69B, 3500 Værløse"
"Rødegårdsvej 9B, Hareskov, 3500 Værløse"
"Laanshøj Alle 92A, Kirke Værløse, 3500 Værløse"
"Laanshøj Alle 102B, Kirke Værløse, 3500 Værløse"
"Østre Alle 20A, Kirke Værløse, 3500 Værløse"
"Østre Alle 20, Kirke Værløse, 3500 Værløse"
"Østre Alle 24, Kirke Værløse, 3500 Værløse"
"Østre Alle 22, Kirke Værløse, 3500 Værløse"
"Østre Alle 26, Kirke Værløse, 3500 Værløse"
"Østre Alle 28, Kirke Værløse, 3500 Værløse"
"Damsagervej 8B, st., 3500 Værløse"
"Bymidten 72D, 3500 Værløse"
"Hareskovhvilevej 5, 3500 Værløse"
"Hareskovhvilevej 7, 3500 Værløse"
"Hareskovhvilevej 1, 3500 Værløse"
"Hareskovhvilevej 3, 3500 Værløse"
"Perimetervejen 73B, Jonstrup, 3500 Værløse"
"Perimetervejen 73D, Jonstrup, 3500 Værløse"
"Perimetervejen 73F, Jonstrup, 3500 Værløse"
"Klosterbakken 3, 3500 Værløse"
"Mosegård Park 38, 3500 Værløse"
"Ballerupvej 75B, 3500 Værløse"
"Ballerupvej 75C, 3500 Værløse"
"Bringevej 30B, Jonstrup, 3500 Værløse"
"Skovlystvej 7, 3500 Værløse"
"Peder Larsens Vænge 4A, 3500 Værløse"
"Bymidten 4A, 3500 Værløse"
"Bymidten 4A, 1., 3500 Værløse"
